Unnamed: 0,age,weight(kg),height(m),gender,BMI,BMR,activity_level,calories_to_maintain_weight,BMI_tags,Label,Dietary restriction,Allergies,Meal Plan
22665,53,98.5906425321328,1.6318664544401251,M,37.02256183640754,1872.225,1.2,2246.67,9,28,Vegetarian,,"{'Monday': {'breakfast': 'Avocado Toast with Tomato and Feta Cheese', 'lunch': 'Chickpea Salad with Cucumber, Tomato, and Lemon Dressing', 'dinner': 'Vegetable Stir-fry with Tofu and Brown Rice'}, 'Tuesday': {'breakfast': 'Smoothie with Banana, Almond Milk, and Chia Seeds', 'lunch': 'Caprese Salad with Mozzarella, Tomato, and Basil', 'dinner': 'Lentil Soup with Spinach and Carrots'}, 'Wednesday': {'breakfast': 'Overnight Oats with Chia Seeds, Almond Butter, and Berries', 'lunch': 'Roasted Vegetable Quinoa Bowl', 'dinner': 'Vegetable Curry with Chickpeas and Coconut Milk'}, 'Thursday': {'breakfast': 'Greek Yogurt with Granola and Mixed Berries', 'lunch': 'Falafel Wrap with Hummus and Veggies', 'dinner': 'Grilled Vegetable Skewers with Couscous'}, 'Friday': {'breakfast': 'Tofu Scramble with Spinach and Mushrooms', 'lunch': 'Sweet Potato and Black Bean Salad', 'dinner': 'Vegetable Pizza on Cauliflower Crust'}, 'Saturday': {'breakfast': 'Chia Pudding with Almond Milk and Fresh Fruit', 'lunch': 'Vegetarian Chili with Cornbread', 'dinner': 'Stuffed Peppers with Rice, Beans, and Cheese'}, 'Sunday': {'breakfast': 'Vegan Pancakes with Maple Syrup and Fresh Berries', 'lunch': 'Cucumber and Hummus Sandwich', 'dinner': 'Vegetable Stir-fry with Tempeh and Rice Noodles'}}"
15858,31,76.00768858030573,1.6312034512343,M,28.565462655156363,1712.107,1.2,2054.5284,9,27,Vegan,Eggs,"{'Monday': {'breakfast': 'Chia Pudding', 'lunch': 'Avocado Salad', 'dinner': 'Vegetable Stir-fry'}, 'Tuesday': {'breakfast': 'Smoothie Bowl', 'lunch': 'Vegan Wrap', 'dinner': 'Stuffed Peppers'}, 'Wednesday': {'breakfast': 'Oatmeal with Almonds', 'lunch': 'Quinoa Salad', 'dinner': 'Lentil Soup'}, 'Thursday': {'breakfast': 'Fruit Salad', 'lunch': 'Buddha Bowl', 'dinner': 'Roasted Veggies'}, 'Friday': {'breakfast': 'Avocado Toast', 'lunch': 'Grilled Vegetable Wrap', 'dinner': 'Vegetable Stir-fry'}, 'Saturday': {'breakfast': 'Vegan Pancakes', 'lunch': 'Veggie Burger', 'dinner': 'Cauliflower Steak'}, 'Sunday': {'breakfast': 'Smoothie Bowl', 'lunch': 'Vegan Pizza', 'dinner': 'Stuffed Bell Peppers'}}"
8710,20,56.96889270628832,1.6320765874514982,M,21.387336805386383,1526.512,1.7,2595.0704,8,20,Vegetarian,,"{'Monday': {'breakfast': 'Avocado Toast with Tomato and Feta Cheese', 'lunch': 'Chickpea Salad with Cucumber, Tomato, and Lemon Dressing', 'dinner': 'Vegetable Stir-fry with Tofu and Brown Rice'}, 'Tuesday': {'breakfast': 'Smoothie with Banana, Almond Milk, and Chia Seeds', 'lunch': 'Caprese Salad with Mozzarella, Tomato, and Basil', 'dinner': 'Lentil Soup with Spinach and Carrots'}, 'Wednesday': {'breakfast': 'Overnight Oats with Chia Seeds, Almond Butter, and Berries', 'lunch': 'Roasted Vegetable Quinoa Bowl', 'dinner': 'Vegetable Curry with Chickpeas and Coconut Milk'}, 'Thursday': {'breakfast': 'Greek Yogurt with Granola and Mixed Berries', 'lunch': 'Falafel Wrap with Hummus and Veggies', 'dinner': 'Grilled Vegetable Skewers with Couscous'}, 'Friday': {'breakfast': 'Tofu Scramble with Spinach and Mushrooms', 'lunch': 'Sweet Potato and Black Bean Salad', 'dinner': 'Vegetable Pizza on Cauliflower Crust'}, 'Saturday': {'breakfast': 'Chia Pudding with Almond Milk and Fresh Fruit', 'lunch': 'Vegetarian Chili with Cornbread', 'dinner': 'Stuffed Peppers with Rice, Beans, and Cheese'}, 'Sunday': {'breakfast': 'Vegan Pancakes with Maple Syrup and Fresh Berries', 'lunch': 'Cucumber and Hummus Sandwich', 'dinner': 'Vegetable Stir-fry with Tempeh and Rice Noodles'}}"
20318,45,94.26501082241413,1.6328366418252391,F,35.35615640639157,1626.026,1.7,2764.2442,9,31,Gluten-free,,"{'Monday': {'breakfast': 'Scrambled Eggs with Spinach and Gluten-Free Toast', 'lunch': 'Quinoa Salad with Roasted Vegetables and Lemon Dressing', 'dinner': 'Grilled Chicken with Sweet Potato and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Greek Yogurt with Gluten-Free Granola and Berries', 'lunch': 'Grilled Salmon Salad with Avocado and Mixed Greens', 'dinner': 'Gluten-Free Pasta with Marinara Sauce and Grilled Chicken'}, 'Wednesday': {'breakfast': 'Chia Seed Pudding with Almond Milk and Honey', 'lunch': 'Quinoa and Roasted Vegetable Bowl with Hummus', 'dinner': 'Baked Cod with Brown Rice and Steamed Vegetables'}, 'Thursday': {'breakfast': 'Smoothie with Banana, Almond Milk, and Spinach', 'lunch': 'Tuna Salad with Cucumber, Tomatoes, and Olive Oil', 'dinner': 'Gluten-Free Pizza with Veggies and Mozzarella'}, 'Friday': {'breakfast': 'Oatmeal with Almond Butter and Berries (Gluten-Free Oats)', 'lunch': 'Chicken Lettuce Wraps with Veggies and Peanut Sauce', 'dinner': 'Grilled Shrimp with Quinoa and Steamed Asparagus'}, 'Saturday': {'breakfast': 'Gluten-Free Waffles with Maple Syrup and Fruit', 'lunch': 'Vegetable and Hummus Wrap (Gluten-Free Tortilla)', 'dinner': 'Grilled Pork Chop with Sweet Potato and Brussels Sprouts'}, 'Sunday': {'breakfast': 'Egg Muffins with Spinach and Bacon (Gluten-Free)', 'lunch': 'Eggplant Parmesan (Gluten-Free)', 'dinner': 'Grilled Lamb with Cauliflower Rice'}}"
9021,20,57.991700217801295,1.6326547221496377,F,21.75590451952406,1395.272,1.3,1813.8536,8,16,Vegetarian,Shellfish,"{'Monday': {'breakfast': 'Avocado with Chia Seeds', 'lunch': 'Spinach Salad with Olive Oil and Lemon', 'dinner': 'Cauliflower Rice Stir-fry with Tofu'}, 'Tuesday': {'breakfast': 'Chia Seed Pudding (coconut milk)', 'lunch': 'Zucchini Noodles with Avocado Pesto', 'dinner': 'Grilled Portobello Mushrooms with Salad'}, 'Wednesday': {'breakfast': 'Almond Butter with Celery', 'lunch': 'Grilled Tofu Salad with Avocado', 'dinner': 'Eggplant and Zucchini Bake with Olive Oil'}, 'Thursday': {'breakfast': 'Coconut Yogurt with Berries and Chia Seeds', 'lunch': 'Keto Vegan Salad with Avocado', 'dinner': 'Stuffed Bell Peppers with Cauliflower Rice'}, 'Friday': {'breakfast': 'Coconut Milk Smoothie with Protein Powder', 'lunch': 'Grilled Cauliflower Steaks', 'dinner': 'Vegan Cauliflower and Coconut Curry'}, 'Saturday': {'breakfast': 'Spinach and Avocado Smoothie', 'lunch': 'Zucchini Noodles with Vegan Alfredo Sauce', 'dinner': 'Grilled Portobello Mushrooms with Salad'}, 'Sunday': {'breakfast': 'Almond Yogurt with Chia Seeds and Berries', 'lunch': 'Avocado and Tomato Salad', 'dinner': 'Tofu Stir-fry with Broccoli and Mushrooms'}}"
22836,51,95.8270587265622,1.6332089583824336,F,35.92565140027507,1612.885,1.5,2419.3275,9,29,,,"{'Monday': {'breakfast': 'Scrambled Eggs', 'lunch': 'Grilled Chicken Salad', 'dinner': 'Roasted Veggies with Fish'}, 'Tuesday': {'breakfast': 'Oatmeal with Banana', 'lunch': 'Turkey Sandwich', 'dinner': 'Pasta with Vegetables'}, 'Wednesday': {'breakfast': 'Fruit Smoothie', 'lunch': 'Chicken Caesar Salad', 'dinner': 'Baked Fish with Quinoa'}, 'Thursday': {'breakfast': 'Yogurt with Nuts', 'lunch': 'Grain Bowl with Chicken', 'dinner': 'Veggie Stir-fry'}, 'Friday': {'breakfast': 'Avocado Toast', 'lunch': 'Chickpea Salad', 'dinner': 'Roasted Chicken with Veggies'}, 'Saturday': {'breakfast': 'Pancakes', 'lunch': 'Tuna Salad', 'dinner': 'Vegetable Lasagna'}, 'Sunday': {'breakfast': 'Bagel with Cream Cheese', 'lunch': 'Salmon Salad', 'dinner': 'Stuffed Peppers'}}"
20396,43,91.664594571044,1.6323048057916407,F,34.40322084970528,1610.372,1.5,2415.558,9,29,Keto,Dairy,"{'Monday': {'breakfast': 'Avocado with Eggs', 'lunch': 'Chicken Salad with Olive Oil', 'dinner': 'Grilled Salmon with Asparagus'}, 'Tuesday': {'breakfast': 'Chia Seed Pudding (coconut milk)', 'lunch': 'Tuna Salad with Olive Oil', 'dinner': 'Zucchini Noodles with Pesto'}, 'Wednesday': {'breakfast': 'Spinach and Bacon Omelette', 'lunch': 'Cobb Salad (no cheese)', 'dinner': 'Beef Stir-fry with Broccoli'}, 'Thursday': {'breakfast': 'Almond Butter with Celery', 'lunch': 'Grilled Chicken with Avocado', 'dinner': 'Cauliflower Rice with Shrimp'}, 'Friday': {'breakfast': 'Egg Muffins with Spinach (dairy-free)', 'lunch': 'Avocado Tuna Salad', 'dinner': 'Roasted Chicken with Brussels Sprouts'}, 'Saturday': {'breakfast': 'Coconut Yogurt with Chia Seeds', 'lunch': 'Eggplant and Mozzarella Bake (dairy-free mozzarella)', 'dinner': 'Lamb Chops with Cauliflower Mash'}, 'Sunday': {'breakfast': 'Coconut Milk Smoothie', 'lunch': 'Keto Taco Salad', 'dinner': 'Pork Belly with Roasted Vegetables'}}"
21975,44,93.69926166212204,1.632657142760381,M,35.15168787843803,1866.808,1.3,2426.8504000000003,9,29,,Gluten,"{'Monday': {'breakfast': 'Chia Seed Pudding with Coconut Milk and Berries', 'lunch': 'Grilled Chicken Salad with Mixed Greens and Avocado', 'dinner': 'Grilled Salmon with Roasted Sweet Potatoes and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Smoothie with Banana, Spinach, Almond Milk, and Peanut Butter', 'lunch': 'Turkey Lettuce Wraps with Avocado and Tomato', 'dinner': 'Baked Chicken with Quinoa and Roasted Brussels Sprouts'}, 'Wednesday': {'breakfast': 'Oatmeal with Almond Butter and Fresh Berries (gluten-free oats)', 'lunch': 'Grilled Shrimp Salad with Mixed Greens and Lemon Dressing', 'dinner': 'Beef Stir-fry with Bell Peppers and Cauliflower Rice'}, 'Thursday': {'breakfast': 'Fruit Salad with Chia Seeds and Coconut Yogurt', 'lunch': 'Chicken and Avocado Salad with Olive Oil and Lemon', 'dinner': 'Grilled Pork Chops with Roasted Vegetables and Quinoa'}, 'Friday': {'breakfast': 'Smoothie Bowl with Frozen Berries, Spinach, and Almond Milk', 'lunch': 'Quinoa Bowl with Roasted Vegetables and Chickpeas', 'dinner': 'Grilled Steak with Sweet Potato Fries and Steamed Green Beans'}, 'Saturday': {'breakfast': 'Scrambled Eggs with Spinach and Avocado', 'lunch': 'Zucchini Noodles with Marinara Sauce and Ground Turkey', 'dinner': 'Baked Cod with Roasted Asparagus and Brown Rice'}, 'Sunday': {'breakfast': 'Almond Flour Pancakes with Maple Syrup and Fresh Fruit', 'lunch': 'Lentil Soup with a side of Fresh Greens', 'dinner': 'Chicken Stir-fry with Mixed Vegetables and Cauliflower Rice'}}"
13236,27,67.01817647684187,1.6324071248156806,F,25.149864150616388,1448.984,1.5,2173.476,9,28,,,"{'Monday': {'breakfast': 'Scrambled Eggs', 'lunch': 'Grilled Chicken Salad', 'dinner': 'Roasted Veggies with Fish'}, 'Tuesday': {'breakfast': 'Oatmeal with Banana', 'lunch': 'Turkey Sandwich', 'dinner': 'Pasta with Vegetables'}, 'Wednesday': {'breakfast': 'Fruit Smoothie', 'lunch': 'Chicken Caesar Salad', 'dinner': 'Baked Fish with Quinoa'}, 'Thursday': {'breakfast': 'Yogurt with Nuts', 'lunch': 'Grain Bowl with Chicken', 'dinner': 'Veggie Stir-fry'}, 'Friday': {'breakfast': 'Avocado Toast', 'lunch': 'Chickpea Salad', 'dinner': 'Roasted Chicken with Veggies'}, 'Saturday': {'breakfast': 'Pancakes', 'lunch': 'Tuna Salad', 'dinner': 'Vegetable Lasagna'}, 'Sunday': {'breakfast': 'Bagel with Cream Cheese', 'lunch': 'Salmon Salad', 'dinner': 'Stuffed Peppers'}}"
12953,29,67.621158209595,1.6331687388360163,F,25.352482313614065,1445.502,1.7,2457.3534,9,30,Low-sodium,Shellfish,"{'Monday': {'breakfast': 'Oatmeal with Fresh Berries and Almond Butter', 'lunch': 'Grilled Chicken Salad with Mixed Greens and Balsamic Vinaigrette', 'dinner': 'Salmon with Roasted Vegetables and Quinoa'}, 'Tuesday': {'breakfast': 'Fruit Smoothie with Banana, Strawberries, and Almond Milk', 'lunch': 'Turkey and Avocado Wrap with Whole Grain Tortilla', 'dinner': 'Grilled Chicken with Sweet Potato and Broccoli'}, 'Wednesday': {'breakfast': 'Chia Pudding with Almond Milk, Berries, and Almond Butter', 'lunch': 'Quinoa Bowl with Roasted Vegetables and Chickpeas', 'dinner': 'Beef Stir-fry with Bell Peppers and Cauliflower Rice'}, 'Thursday': {'breakfast': 'Greek Yogurt with Granola and Mixed Berries', 'lunch': 'Tuna Salad with Mixed Greens and Lemon Vinaigrette', 'dinner': 'Baked Chicken with Brown Rice and Steamed Asparagus'}, 'Friday': {'breakfast': 'Avocado Toast with Tomato', 'lunch': 'Lentil Soup with Whole Grain Crackers', 'dinner': 'Grilled Pork Chops with Mashed Potatoes and Steamed Green Beans'}, 'Saturday': {'breakfast': 'Scrambled Tofu with Spinach and Mushrooms', 'lunch': 'Vegetable Stir-fry with Tofu and Rice Noodles', 'dinner': 'Grilled Steak with Sweet Potato and Roasted Brussels Sprouts'}, 'Sunday': {'breakfast': 'Whole Wheat Pancakes with Maple Syrup and Fresh Fruit', 'lunch': 'Grilled Chicken Caesar Salad (no shellfish)', 'dinner': 'Pasta with Marinara Sauce and Grilled Vegetables'}}"
18969,38,85.84202424537794,1.630995837830567,F,32.26964923165919,1577.753,1.3,2051.0789,9,27,,Gluten,"{'Monday': {'breakfast': 'Chia Seed Pudding with Coconut Milk and Berries', 'lunch': 'Grilled Chicken Salad with Mixed Greens and Avocado', 'dinner': 'Grilled Salmon with Roasted Sweet Potatoes and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Smoothie with Banana, Spinach, Almond Milk, and Peanut Butter', 'lunch': 'Turkey Lettuce Wraps with Avocado and Tomato', 'dinner': 'Baked Chicken with Quinoa and Roasted Brussels Sprouts'}, 'Wednesday': {'breakfast': 'Oatmeal with Almond Butter and Fresh Berries (gluten-free oats)', 'lunch': 'Grilled Shrimp Salad with Mixed Greens and Lemon Dressing', 'dinner': 'Beef Stir-fry with Bell Peppers and Cauliflower Rice'}, 'Thursday': {'breakfast': 'Fruit Salad with Chia Seeds and Coconut Yogurt', 'lunch': 'Chicken and Avocado Salad with Olive Oil and Lemon', 'dinner': 'Grilled Pork Chops with Roasted Vegetables and Quinoa'}, 'Friday': {'breakfast': 'Smoothie Bowl with Frozen Berries, Spinach, and Almond Milk', 'lunch': 'Quinoa Bowl with Roasted Vegetables and Chickpeas', 'dinner': 'Grilled Steak with Sweet Potato Fries and Steamed Green Beans'}, 'Saturday': {'breakfast': 'Scrambled Eggs with Spinach and Avocado', 'lunch': 'Zucchini Noodles with Marinara Sauce and Ground Turkey', 'dinner': 'Baked Cod with Roasted Asparagus and Brown Rice'}, 'Sunday': {'breakfast': 'Almond Flour Pancakes with Maple Syrup and Fresh Fruit', 'lunch': 'Lentil Soup with a side of Fresh Greens', 'dinner': 'Chicken Stir-fry with Mixed Vegetables and Cauliflower Rice'}}"
19731,40,86.79790203170424,1.6321222968819815,F,32.58395763391876,1577.721,1.5,2366.5815,9,29,Gluten-free,Gluten,"{'Monday': {'breakfast': 'Scrambled Eggs with Spinach and Gluten-Free Toast', 'lunch': 'Quinoa Salad with Roasted Vegetables and Lemon Dressing', 'dinner': 'Grilled Chicken with Sweet Potato and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Greek Yogurt with Gluten-Free Granola and Berries', 'lunch': 'Grilled Salmon Salad with Avocado and Mixed Greens', 'dinner': 'Gluten-Free Pasta with Marinara Sauce and Grilled Chicken'}, 'Wednesday': {'breakfast': 'Chia Seed Pudding with Almond Milk and Honey', 'lunch': 'Quinoa and Roasted Vegetable Bowl with Hummus', 'dinner': 'Baked Cod with Brown Rice and Steamed Vegetables'}, 'Thursday': {'breakfast': 'Smoothie with Banana, Almond Milk, and Spinach', 'lunch': 'Tuna Salad with Cucumber, Tomatoes, and Olive Oil', 'dinner': 'Gluten-Free Pizza with Veggies and Mozzarella'}, 'Friday': {'breakfast': 'Oatmeal with Almond Butter and Berries (Gluten-Free Oats)', 'lunch': 'Chicken Lettuce Wraps with Veggies and Peanut Sauce', 'dinner': 'Grilled Shrimp with Quinoa and Steamed Asparagus'}, 'Saturday': {'breakfast': 'Gluten-Free Waffles with Maple Syrup and Fruit', 'lunch': 'Vegetable and Hummus Wrap (Gluten-Free Tortilla)', 'dinner': 'Grilled Pork Chop with Sweet Potato and Brussels Sprouts'}, 'Sunday': {'breakfast': 'Egg Muffins with Spinach and Bacon (Gluten-Free)', 'lunch': 'Eggplant Parmesan (Gluten-Free)', 'dinner': 'Grilled Lamb with Cauliflower Rice'}}"
23071,60,95.54086772071189,1.6322232139131092,F,35.86163457834888,1567.67,1.3,2037.971,9,26,Diabetic,Peanuts,"{'Monday': {'breakfast': 'Avocado with Chia Seeds', 'lunch': 'Spinach Salad with Olive Oil and Lemon', 'dinner': 'Cauliflower Rice Stir-fry with Tofu'}, 'Tuesday': {'breakfast': 'Chia Seed Pudding (coconut milk)', 'lunch': 'Zucchini Noodles with Avocado Pesto', 'dinner': 'Grilled Brussels Sprouts with Mushrooms'}, 'Wednesday': {'breakfast': 'Almond Butter with Celery', 'lunch': 'Grilled Tofu Salad with Avocado', 'dinner': 'Eggplant and Zucchini Bake with Olive Oil'}, 'Thursday': {'breakfast': 'Coconut Yogurt with Berries and Chia Seeds', 'lunch': 'Keto Salad with Avocado', 'dinner': 'Stuffed Bell Peppers with Cauliflower Rice'}, 'Friday': {'breakfast': 'Coconut Milk Smoothie with Protein Powder', 'lunch': 'Grilled Cauliflower Steaks', 'dinner': 'Vegan Cauliflower and Coconut Curry'}, 'Saturday': {'breakfast': 'Spinach and Avocado Smoothie', 'lunch': 'Zucchini Noodles with Vegan Alfredo Sauce', 'dinner': 'Grilled Portobello Mushrooms with Salad'}, 'Sunday': {'breakfast': 'Almond Yogurt with Chia Seeds and Berries', 'lunch': 'Avocado and Tomato Salad', 'dinner': 'Tofu Stir-fry with Broccoli and Mushrooms'}}"
13634,27,66.80924856308711,1.633192641080277,F,25.047348490698088,1447.112,1.5,2170.668,9,28,,,"{'Monday': {'breakfast': 'Scrambled Eggs', 'lunch': 'Grilled Chicken Salad', 'dinner': 'Roasted Veggies with Fish'}, 'Tuesday': {'breakfast': 'Oatmeal with Banana', 'lunch': 'Turkey Sandwich', 'dinner': 'Pasta with Vegetables'}, 'Wednesday': {'breakfast': 'Fruit Smoothie', 'lunch': 'Chicken Caesar Salad', 'dinner': 'Baked Fish with Quinoa'}, 'Thursday': {'breakfast': 'Yogurt with Nuts', 'lunch': 'Grain Bowl with Chicken', 'dinner': 'Veggie Stir-fry'}, 'Friday': {'breakfast': 'Avocado Toast', 'lunch': 'Chickpea Salad', 'dinner': 'Roasted Chicken with Veggies'}, 'Saturday': {'breakfast': 'Pancakes', 'lunch': 'Tuna Salad', 'dinner': 'Vegetable Lasagna'}, 'Sunday': {'breakfast': 'Bagel with Cream Cheese', 'lunch': 'Salmon Salad', 'dinner': 'Stuffed Peppers'}}"
20112,42,90.76616347931264,1.63222009110993,M,34.06956122147881,1840.006,1.3,2392.0078000000003,9,29,,,"{'Monday': {'breakfast': 'Scrambled Eggs', 'lunch': 'Grilled Chicken Salad', 'dinner': 'Roasted Veggies with Fish'}, 'Tuesday': {'breakfast': 'Oatmeal with Banana', 'lunch': 'Turkey Sandwich', 'dinner': 'Pasta with Vegetables'}, 'Wednesday': {'breakfast': 'Fruit Smoothie', 'lunch': 'Chicken Caesar Salad', 'dinner': 'Baked Fish with Quinoa'}, 'Thursday': {'breakfast': 'Yogurt with Nuts', 'lunch': 'Grain Bowl with Chicken', 'dinner': 'Veggie Stir-fry'}, 'Friday': {'breakfast': 'Avocado Toast', 'lunch': 'Chickpea Salad', 'dinner': 'Roasted Chicken with Veggies'}, 'Saturday': {'breakfast': 'Pancakes', 'lunch': 'Tuna Salad', 'dinner': 'Vegetable Lasagna'}, 'Sunday': {'breakfast': 'Bagel with Cream Cheese', 'lunch': 'Salmon Salad', 'dinner': 'Stuffed Peppers'}}"
15059,33,75.13466745902986,1.63195287157825,F,28.211432757680644,1498.625,1.5,2247.9375,9,28,Gluten-free,,"{'Monday': {'breakfast': 'Scrambled Eggs with Spinach and Gluten-Free Toast', 'lunch': 'Quinoa Salad with Roasted Vegetables and Lemon Dressing', 'dinner': 'Grilled Chicken with Sweet Potato and Steamed Broccoli'}, 'Tuesday': {'breakfast': 'Greek Yogurt with Gluten-Free Granola and Berries', 'lunch': 'Grilled Salmon Salad with Avocado and Mixed Greens', 'dinner': 'Gluten-Free Pasta with Marinara Sauce and Grilled Chicken'}, 'Wednesday': {'breakfast': 'Chia Seed Pudding with Almond Milk and Honey', 'lunch': 'Quinoa and Roasted Vegetable Bowl with Hummus', 'dinner': 'Baked Cod with Brown Rice and Steamed Vegetables'}, 'Thursday': {'breakfast': 'Smoothie with Banana, Almond Milk, and Spinach', 'lunch': 'Tuna Salad with Cucumber, Tomatoes, and Olive Oil', 'dinner': 'Gluten-Free Pizza with Veggies and Mozzarella'}, 'Friday': {'breakfast': 'Oatmeal with Almond Butter and Berries (Gluten-Free Oats)', 'lunch': 'Chicken Lettuce Wraps with Veggies and Peanut Sauce', 'dinner': 'Grilled Shrimp with Quinoa and Steamed Asparagus'}, 'Saturday': {'breakfast': 'Gluten-Free Waffles with Maple Syrup and Fruit', 'lunch': 'Vegetable and Hummus Wrap (Gluten-Free Tortilla)', 'dinner': 'Grilled Pork Chop with Sweet Potato and Brussels Sprouts'}, 'Sunday': {'breakfast': 'Egg Muffins with Spinach and Bacon (Gluten-Free)', 'lunch': 'Eggplant Parmesan (Gluten-Free)', 'dinner': 'Grilled Lamb with Cauliflower Rice'}}"
12555,26,67.26969195216562,1.6322621243394468,F,25.24873548472655,1456.074,1.9,2766.5406,9,31,Vegetarian,Shellfish,"{'Monday': {'breakfast': 'Avocado with Chia Seeds', 'lunch': 'Spinach Salad with Olive Oil and Lemon', 'dinner': 'Cauliflower Rice Stir-fry with Tofu'}, 'Tuesday': {'breakfast': 'Chia Seed Pudding (coconut milk)', 'lunch': 'Zucchini Noodles with Avocado Pesto', 'dinner': 'Grilled Portobello Mushrooms with Salad'}, 'Wednesday': {'breakfast': 'Almond Butter with Celery', 'lunch': 'Grilled Tofu Salad with Avocado', 'dinner': 'Eggplant and Zucchini Bake with Olive Oil'}, 'Thursday': {'breakfast': 'Coconut Yogurt with Berries and Chia Seeds', 'lunch': 'Keto Vegan Salad with Avocado', 'dinner': 'Stuffed Bell Peppers with Cauliflower Rice'}, 'Friday': {'breakfast': 'Coconut Milk Smoothie with Protein Powder', 'lunch': 'Grilled Cauliflower Steaks', 'dinner': 'Vegan Cauliflower and Coconut Curry'}, 'Saturday': {'breakfast': 'Spinach and Avocado Smoothie', 'lunch': 'Zucchini Noodles with Vegan Alfredo Sauce', 'dinner': 'Grilled Portobello Mushrooms with Salad'}, 'Sunday': {'breakfast': 'Almond Yogurt with Chia Seeds and Berries', 'lunch': 'Avocado and Tomato Salad', 'dinner': 'Tofu Stir-fry with Broccoli and Mushrooms'}}"
12840,28,67.0117395144095,1.6313200098695717,M,25.18097634492069,1609.321,1.5,2413.9815,9,29,,,"{'Monday': {'breakfast': 'Scrambled Eggs', 'lunch': 'Grilled Chicken Salad', 'dinner': 'Roasted Veggies with Fish'}, 'Tuesday': {'breakfast': 'Oatmeal with Banana', 'lunch': 'Turkey Sandwich', 'dinner': 'Pasta with Vegetables'}, 'Wednesday': {'breakfast': 'Fruit Smoothie', 'lunch': 'Chicken Caesar Salad', 'dinner': 'Baked Fish with Quinoa'}, 'Thursday': {'breakfast': 'Yogurt with Nuts', 'lunch': 'Grain Bowl with Chicken', 'dinner': 'Veggie Stir-fry'}, 'Friday': {'breakfast': 'Avocado Toast', 'lunch': 'Chickpea Salad', 'dinner': 'Roasted Chicken with Veggies'}, 'Saturday': {'breakfast': 'Pancakes', 'lunch': 'Tuna Salad', 'dinner': 'Vegetable Lasagna'}, 'Sunday': {'breakfast': 'Bagel with Cream Cheese', 'lunch': 'Salmon Salad', 'dinner': 'Stuffed Peppers'}}"
15758,31,73.35710770998612,1.631172787898547,F,27.570349049283564,1490.828,1.2,1788.9936,9,25,Vegetarian,Peanuts,"{'Monday': {'breakfast': 'Avocado with Chia Seeds', 'lunch': 'Spinach Salad with Olive Oil and Lemon', 'dinner': 'Cauliflower Rice Stir-fry with Tofu'}, 'Tuesday': {'breakfast': 'Chia Seed Pudding (coconut milk)', 'lunch': 'Zucchini Noodles with Avocado Pesto', 'dinner': 'Roasted Brussels Sprouts with Mushrooms'}, 'Wednesday': {'breakfast': 'Almond Butter with Celery', 'lunch': 'Grilled Tofu Salad with Avocado', 'dinner': 'Eggplant and Zucchini Bake with Olive Oil'}, 'Thursday': {'breakfast': 'Coconut Yogurt with Berries and Chia Seeds', 'lunch': 'Keto Vegan Salad with Avocado', 'dinner': 'Stuffed Bell Peppers with Cauliflower Rice'}, 'Friday': {'breakfast': 'Coconut Milk Smoothie with Protein Powder', 'lunch': 'Grilled Cauliflower Steaks', 'dinner': 'Vegan Cauliflower and Coconut Curry'}, 'Saturday': {'breakfast': 'Spinach and Avocado Smoothie', 'lunch': 'Zucchini Noodles with Vegan Alfredo Sauce', 'dinner': 'Grilled Portobello Mushrooms with Salad'}, 'Sunday': {'breakfast': 'Almond Yogurt with Chia Seeds and Berries', 'lunch': 'Avocado and Tomato Salad', 'dinner': 'Tofu Stir-fry with Broccoli and Mushrooms'}}"
20280,45,94.58068113690244,1.631124301451955,M,35.54907633641475,1871.317,1.2,2245.5804,9,28,,,"{'Monday': {'breakfast': 'Scrambled Eggs', 'lunch': 'Grilled Chicken Salad', 'dinner': 'Roasted Veggies with Fish'}, 'Tuesday': {'breakfast': 'Oatmeal with Banana', 'lunch': 'Turkey Sandwich', 'dinner': 'Pasta with Vegetables'}, 'Wednesday': {'breakfast': 'Fruit Smoothie', 'lunch': 'Chicken Caesar Salad', 'dinner': 'Baked Fish with Quinoa'}, 'Thursday': {'breakfast': 'Yogurt with Nuts', 'lunch': 'Grain Bowl with Chicken', 'dinner': 'Veggie Stir-fry'}, 'Friday': {'breakfast': 'Avocado Toast', 'lunch': 'Chickpea Salad', 'dinner': 'Roasted Chicken with Veggies'}, 'Saturday': {'breakfast': 'Pancakes', 'lunch': 'Tuna Salad', 'dinner': 'Vegetable Lasagna'}, 'Sunday': {'breakfast': 'Bagel with Cream Cheese', 'lunch': 'Salmon Salad', 'dinner': 'Stuffed Peppers'}}"
